setting_1,setting_2,sensor_2,sensor_3,sensor_4,sensor_6,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21
0.603448275862069,0.25,0.32228915662648205,0.23348593852191613,0.31043214044564493,1.0,0.755233494363921,0.22727272727297532,0.12510096024410444,0.17857142857142705,0.5778251599147097,0.1911764705882888,0.2097223655691991,0.42172400463857684,0.3333333333333357,0.6201550387596875,0.8135003479471123
0.5919540229885057,0.6666666666666667,0.2560240963855165,0.26967516895575017,0.30216070222822466,1.0,0.7520128824476586,0.2878787878789808,0.12402405097370917,0.19642857142857295,0.6631130063965855,0.20588235294098922,0.17705645577458995,0.2663316582914632,0.25,0.7131782945736447,0.656645789839942
0.3908045977011494,0.8333333333333334,0.5602409638554491,0.24307826466100124,0.31363943281566264,1.0,0.5780998389694076,0.33333333333303017,0.11258188997577179,0.31547619047619335,0.6737739872068289,0.29411764705855603,0.1453194344101547,0.3490529570931642,0.4166666666666714,0.6124031007751931,0.5309672929714679
0.5517241379310345,0.5,0.34337349397591765,0.4776542402441706,0.2854490209318037,1.0,0.7455716586151482,0.2878787878789808,0.115049807053758,0.3511904761904745,0.6353944562899727,0.17647058823513362,0.17798534420477097,0.27638190954773734,0.4166666666666714,0.8062015503875948,0.6797494780793301
0.39655172413793105,0.25,0.36746987951806886,0.27861347285807625,0.33558406482107017,1.0,0.6103059581320451,0.31818181818198354,0.13681234855962998,0.26785714285714235,0.8123667377398789,0.29411764705855603,0.14253276911961876,0.36722071897951736,0.25,0.6589147286821699,0.6343771746694529
0.5344827586206896,0.9166666666666667,0.27710843373492366,0.3693045563549191,0.37559081701553154,1.0,0.6586151368760227,0.22727272727297532,0.12388943731490798,0.23214285714285765,0.5970149253731307,0.2794117647058556,0.18665496955309635,0.2655585620409724,0.3333333333333357,0.6434108527131777,0.7805149617258138
0.5114942528735632,0.6666666666666667,0.4126506024096557,0.30346631785481293,0.29878460499662296,1.0,0.6360708534621438,0.24242424242402194,0.14892757785156618,0.1607142857142847,0.6823027718550065,0.23529411764684482,0.19264113943647487,0.4998067259373826,0.3333333333333357,0.5193798449612395,0.6091858037578319
0.3218390804597701,0.41666666666666663,0.42469879518071707,0.43601482450403495,0.23413234301147767,1.0,0.7004830917874472,0.22727272727297532,0.12483173292649496,0.2142857142857153,0.6545842217483937,0.2794117647058556,0.1692125090308565,0.3011209895632021,0.3333333333333357,0.5813953488372086,0.7021572720946452
0.6839080459770115,0.25,0.17469879518071707,0.36014824504033527,0.3055367994598228,1.0,0.6972624798711706,0.2121212121210192,0.14475455442878626,0.32738095238095255,0.6823027718550065,0.2205882352941444,0.15063474042728586,0.41437959025898863,0.25,0.5116279069767415,0.6293667362560882
0.28735632183908044,0.5833333333333334,0.5512048192771033,0.21953346413778263,0.3879135719108717,1.0,0.7987117552334837,0.22727272727297532,0.10845373777259226,0.2202380952380949,0.7206823027718627,0.20588235294098922,0.15362782536897157,0.3714727483571707,0.3333333333333357,0.6899224806201545,0.7345859429366755
0.43103448275862066,0.5833333333333334,0.34939759036143414,0.32766514061478347,0.2680621201890645,1.0,0.681159420289859,0.31818181818198354,0.11854976218253199,0.17857142857142705,0.7953091684434952,0.29411764705855603,0.17586954278047529,0.30923850019327404,0.3333333333333357,0.7364341085271313,0.5788448155880275
0.5114942528735632,0.5,0.46987951807227546,0.4772182254196693,0.3092505064145854,1.0,0.6086956521739069,0.2121212121210192,0.17715157497980272,0.23214285714285765,0.7057569296375306,0.2205882352941444,0.15724016926411366,0.30344027831465326,0.3333333333333357,0.6046511627906987,0.6750173973556031
0.6954022988505747,0.25,0.2801204819276961,0.373882712012211,0.21100607697501772,1.0,0.6650563607085331,0.22727272727297532,0.11015884411738597,0.23809523809523725,0.603411513859271,0.25,0.14428733615439882,0.38306919211441937,0.3333333333333357,0.6201550387596875,0.7821851078636044
0.4425287356321839,0.75,0.3524096385542066,0.43143666884674303,0.2795408507765025,1.0,0.5861513687600706,0.33333333333303017,0.09885129677824978,0.3511904761904745,0.7334754797441434,0.2205882352941444,0.17514707400144403,0.24816389640510295,0.3333333333333357,0.6666666666666643,0.6616562282532996
0.632183908045977,0.16666666666666663,0.46987951807227546,0.5027250926531508,0.28933153274814316,1.0,0.6682769726247955,0.18181818181801646,0.14551736516198588,0.3035714285714306,0.8251599147121453,0.20588235294098922,0.18923521519248254,0.2582141476613842,0.4166666666666714,0.6279069767441854,0.7440501043841294
0.5,0.6666666666666667,0.286144578313241,0.393285371702639,0.23328831870357902,1.0,0.6859903381642596,0.25757575757597806,0.11388315534416904,0.24404761904761685,0.7654584221748308,0.26470588235270043,0.1610589328103984,0.39080015461924944,0.5,0.5581395348837184,0.7247042449547649
0.43103448275862066,0.16666666666666663,0.37048192771086974,0.42358840200567016,0.3306887238352445,1.0,0.6795491143317349,0.18181818181801646,0.11769720901013869,0.3095238095238102,0.7057569296375306,0.3676470588234224,0.178862627722161,0.30807885581755556,0.4166666666666714,0.6589147286821699,0.7696590118301998
0.3620689655172414,0.9166666666666667,0.34337349397591765,0.2572487464573783,0.2849426063470659,1.0,0.7777777777777715,0.33333333333303017,0.12613299829489222,0.33333333333333215,0.8272921108742111,0.29411764705855603,0.14119104138713823,0.41515268650947235,0.1666666666666714,0.6744186046511587,0.5426583159359737
0.5689655172413793,0.41666666666666663,0.2108433734939581,0.30063222149553326,0.31634031060094614,1.0,0.7085346215780959,0.22727272727297532,0.1289598851296745,0.23214285714285765,0.7931769722814437,0.26470588235270043,0.17091547115285266,0.36335523772709877,0.4166666666666714,0.6124031007751931,0.647877522616561
0.3735632183908046,0.5,0.29819277108435926,0.49008066274253537,0.2334571235651559,1.0,0.7278582930756841,0.25757575757597806,0.10719734362380251,0.32738095238095255,0.7462686567164241,0.17647058823513362,0.19568582929094447,0.3154232701971367,0.1666666666666714,0.7054263565891432,0.7192762700069579
0.5804597701149425,0.9166666666666667,0.2439759036144551,0.2864617396991562,0.24729912221472006,1.0,0.6892109500805219,0.2727272727270247,0.16624786861707008,0.33333333333333215,0.6950959488273014,0.26470588235270043,0.1307668490040257,0.33049864708156207,0.3333333333333357,0.6201550387596875,0.6139178844815589
0.5287356321839081,0.25,0.33734939759037275,0.44342707652060653,0.30570560432140326,1.0,0.8228663446054867,0.2121212121210192,0.13120344610966583,0.23809523809523725,0.6886993603411469,0.2794117647058556,0.15357622045618768,0.34750676459218965,0.3333333333333357,0.6821705426356601,0.843006263048018
0.2586206896551724,0.16666666666666663,0.45180722891566916,0.37846086766950293,0.3406482106684692,1.0,0.7665056360708604,0.2121212121210192,0.11397289778335562,0.25595238095238315,0.6865671641790954,0.29411764705855603,0.17793373929197998,0.19482025512176193,0.3333333333333357,0.5348837209302282,0.6352122477383446
0.5862068965517242,0.41666666666666663,0.40060240963853744,0.2273817309788555,0.307731262660365,1.0,0.7165861513687588,0.19696969696997257,0.11096652607017887,0.3690476190476204,0.6417910447761273,0.3088235294117112,0.13763030240478713,0.4252029377657536,0.3333333333333357,0.5193798449612395,0.5775922059846863
0.5172413793103449,0.6666666666666667,0.37048192771086974,0.413342053629826,0.3502700877785294,1.0,0.7165861513687588,0.2121212121210192,0.10782554069820094,0.2738095238095255,0.6524520255863564,0.1911764705882888,0.20760656414490342,0.45651333591032284,0.25,0.7674418604651159,0.7267919276269978
0.47701149425287354,0.3333333333333333,0.40060240963853744,0.2328319162851571,0.39314652261985117,1.0,0.7536231884057969,0.16666666666696983,0.10244099434622456,0.23809523809523725,0.7739872068230369,0.23529411764684482,0.16792238621116695,0.3853884808658705,0.3333333333333357,0.5581395348837184,0.7468336812804495
0.47701149425287354,0.5,0.23493975903613773,0.175931981687377,0.2810600945307229,1.0,0.7697262479871227,0.25757575757597806,0.15126088127075832,0.26190476190476275,0.7675906183368824,0.23529411764684482,0.1651873258334149,0.3451874758407385,0.3333333333333357,0.6589147286821699,0.7529575504523294
0.39655172413793105,0.3333333333333333,0.216867469879503,0.40462175713974347,0.29118838622552445,1.0,0.780998389694048,0.2727272727270247,0.1504980705375587,0.25000000000000355,0.7953091684434952,0.29411764705855603,0.18923521519248254,0.35137224584461535,0.3333333333333357,0.7131782945736447,0.8108559498956183
0.3275862068965517,0.41666666666666663,0.24096385542168264,0.2653150207107089,0.31127616475354714,1.0,0.6634460547504091,0.18181818181801646,0.13474827245804732,0.1607142857142847,0.7547974413646159,0.25,0.16446485705439073,0.3444143795902619,0.3333333333333357,0.4341085271317837,0.6620737647877561
0.5,0.16666666666666663,0.31024096385542066,0.24068018312622996,0.32950708980418497,1.0,0.7600644122383358,0.24242424242402194,0.1402225612492103,0.2857142857142847,0.6716417910447774,0.1911764705882888,0.16043967385694913,0.20680324700425246,0.3333333333333357,0.5426356589147296,0.6718162839248407
0.6896551724137931,0.8333333333333334,0.3584337349397515,0.4419010246348378,0.353814989871708,1.0,0.6231884057971087,0.24242424242402194,0.12231894462891546,0.1428571428571459,0.7206823027718627,0.2205882352941444,0.19682113737227525,0.4333204483958255,0.3333333333333357,0.7674418604651159,0.7657620041753646
0.5287356321839081,0.16666666666666663,0.27409638554217963,0.296926095487251,0.3229237002025691,1.0,0.6586151368760227,0.2727272727270247,0.15853001884590867,0.38095238095238315,0.7547974413646159,0.25,0.15966560016513398,0.3432547352145363,0.3333333333333357,0.6666666666666643,0.6691718858733466
0.3448275862068965,0.9166666666666667,0.31024096385542066,0.44647918029212974,0.4017555705604323,1.0,0.6167471819645698,0.19696969696997257,0.16220945885309135,0.2797619047619051,0.8635394456290015,0.3088235294117112,0.1407782020848387,0.31658291457286936,0.3333333333333357,0.6589147286821699,0.5853862212943639
0.4942528735632184,0.6666666666666667,0.216867469879503,0.34663178548071016,0.31988521269412473,1.0,0.69243156199677,0.2121212121210192,0.11280624607377376,0.3571428571428612,0.7697228144989197,0.17647058823513362,0.1626070801940358,0.36799381522999397,0.3333333333333357,0.7131782945736447,0.8087682672233854
0.42528735632183906,0.5,0.397590361445765,0.24809243514280155,0.2854490209318037,1.0,0.6409017713365586,0.2727272727270247,0.17315803643543148,0.3571428571428612,0.6481876332622676,0.25,0.1464031375787016,0.3285659064553599,0.4166666666666714,0.5038759689922472,0.6960334029227582
0.5172413793103449,0.5833333333333334,0.36746987951806886,0.37606278613473165,0.32106684672518426,1.0,0.6296296296296333,0.24242424242402194,0.17342726375302675,0.2083333333333357,0.7100213219616194,0.29411764705855603,0.1484673340902063,0.2814070351758815,0.4166666666666714,0.6124031007751931,0.6684759916492666
0.5,0.9166666666666667,0.3012048192771033,0.20231087856987529,0.3484132343011481,1.0,0.7294685990338223,0.24242424242402194,0.13600466660684418,0.2202380952380949,0.6716417910447774,0.25,0.13556610589328244,0.27986084267491407,0.3333333333333357,0.6589147286821699,0.8254697286012558
0.6091954022988506,0.5833333333333334,0.2048192771084132,0.3808589492042742,0.2854490209318037,1.0,0.6714975845410578,0.2727272727270247,0.1055819797182096,0.32738095238095255,0.6865671641790954,0.26470588235270043,0.15507276292702699,0.43563973714727666,0.3333333333333357,0.6201550387596875,0.655254001391782
0.41954022988505746,0.9166666666666667,0.3072289156626482,0.29016786570743847,0.2618163403106024,1.0,0.7053140096618336,0.25757575757597806,0.1297226958628741,0.2202380952380949,0.5714285714285694,0.23529411764684482,0.183403860047477,0.34866640896792234,0.3333333333333357,0.7131782945736447,0.7732776617954045
0.3160919540229885,0.41666666666666663,0.46987951807227546,0.3804229343797729,0.3607359891964883,1.0,0.6553945249597319,0.24242424242402194,0.12056896706452847,0.3690476190476204,0.7761194029850884,0.3088235294117112,0.14119104138713823,0.3351372245844644,0.3333333333333357,0.550387596899224,0.7187195546276968
0.4425287356321839,0.75,0.4819277108433653,0.31611074776542836,0.3067184334908859,1.0,0.6247987117552327,0.18181818181801646,0.11379341290496114,0.1607142857142847,0.6865671641790954,0.25,0.17762410981525534,0.4851178971781991,0.4166666666666714,0.6201550387596875,0.655393180236608
0.603448275862069,0.41666666666666663,0.466867469879503,0.27752343579682304,0.22484807562457831,1.0,0.5136876006441184,0.2121212121210192,0.15381854078793822,0.13095238095238315,0.7270788912580031,0.2794117647058556,0.169676953245947,0.49864708156165705,0.25,0.6666666666666643,0.6187891440501048
0.6206896551724138,0.41666666666666663,0.4216867469879446,0.1914105079572721,0.33777852802160524,1.0,0.6940418679549083,0.22727272727297532,0.13201112806245874,0.26190476190476275,0.6972281449893529,0.26470588235270043,0.17772731964083022,0.45187475840742763,0.3333333333333357,0.5891472868217029,0.6726513569937396
0.4885057471264368,0.9166666666666667,0.3644578313252964,0.4698059734030977,0.31988521269412473,1.0,0.6602254428341467,0.2121212121210192,0.15507493493673508,0.31547619047619335,0.7995735607675982,0.26470588235270043,0.15486634327587723,0.36335523772709877,0.3333333333333357,0.6356589147286797,0.47404314544188964
0.5517241379310345,0.5,0.36144578313252396,0.3032483104425623,0.3262997974341637,1.0,0.7407407407407476,0.2121212121210192,0.12209458853092059,0.32738095238095255,0.7292110874200404,0.20588235294098922,0.1762823820827748,0.3177425589485878,0.3333333333333357,0.7131782945736447,0.6437021572720951
0.5402298850574713,0.3333333333333333,0.3855421686747036,0.3333333333333357,0.3124577987846031,1.0,0.6650563607085331,0.16666666666696983,0.09283855335188207,0.24404761904761685,0.8081023454157901,0.23529411764684482,0.18299102074517037,0.29880170081175805,0.25,0.4186046511627879,0.6215727209464177
0.31034482758620685,0.5,0.27710843373492366,0.2753433616743024,0.34672518568534727,1.0,0.5748792270531311,0.22727272727297532,0.13044063537646622,0.26190476190476275,0.6247334754797436,0.29411764705855603,0.183403860047477,0.391959798994975,0.3333333333333357,0.5426356589147296,0.6437021572720951
0.41954022988505746,0.5833333333333334,0.20783132530118564,0.4233703945934195,0.2656988521269419,1.0,0.690821256038646,0.2878787878789808,0.12833168805528317,0.24404761904761685,0.7505330490405271,0.23529411764684482,0.16585818969966226,0.4136064940085049,0.1666666666666714,0.6124031007751931,0.5498956158663901
0.46551724137931033,0.6666666666666667,0.33734939759037275,0.5598430346631815,0.358879135719107,1.0,0.7681159420289845,0.25757575757597806,0.1271201651260867,0.24404761904761685,0.5607675906183403,0.20588235294098922,0.1489833832180807,0.47429454967143414,0.3333333333333357,0.6046511627906987,0.7657620041753646
0.4425287356321839,0.3333333333333333,0.3403614457831452,0.2552866797471154,0.3514517218095854,1.0,0.6682769726247955,0.24242424242402194,0.13443417392085166,0.33333333333333215,0.8102345415778274,0.2205882352941444,0.17003818763546263,0.24313877077696588,0.4166666666666714,0.5813953488372086,0.6858733472512171
0.5229885057471264,0.9166666666666667,0.2680722891566347,0.2727272727272734,0.3928089128966903,1.0,0.6827697262479973,0.31818181818198354,0.12945346854527884,0.2738095238095255,0.7782515991471257,0.3088235294117112,0.1636907833625756,0.3923463471202169,0.25,0.5813953488372086,0.6535838552539985
0.5229885057471264,0.5833333333333334,0.2891566265060135,0.22999781992587742,0.29186360567184266,1.0,0.7407407407407476,0.3030303030300274,0.14309431930360006,0.25595238095238315,0.7462686567164241,0.32352941176441163,0.16689028795541105,0.3177425589485878,0.25,0.6899224806201545,0.5240083507306892
0.5862068965517242,0.6666666666666667,0.41867469879517216,0.45999563985176195,0.2216407832545606,1.0,0.5845410628019323,0.24242424242402194,0.12667145293008986,0.39285714285714235,0.6119402985074487,0.1911764705882888,0.15889152647331883,0.42829532276768845,0.5,0.4883720930232549,0.6254697286012458
0.5977011494252874,0.6666666666666667,0.3072289156626482,0.29365598430347006,0.3014854827819029,1.0,0.6489533011272073,0.3030303030300274,0.09844745580185332,0.3571428571428612,0.6673773987206886,0.23529411764684482,0.14557745897409546,0.31580981832237853,0.25,0.6124031007751931,0.6816979819067512
0.5,0.9166666666666667,0.32228915662648205,0.298234139960762,0.35432140445644933,1.0,0.6634460547504091,0.19696969696997257,0.09997307726824545,0.422619047619051,0.6076759061833599,0.3676470588234224,0.17029621219939628,0.4472361809045253,0.3333333333333357,0.5891472868217029,0.6694502435629772
0.45977011494252873,0.16666666666666663,0.38855421686747604,0.38064094179202357,0.2915259959486818,1.0,0.6682769726247955,0.24242424242402194,0.16925424033025394,0.17261904761904745,0.6545842217483937,0.25,0.1464547424914855,0.255894858909933,0.25,0.6279069767441854,0.5859429366736251
0.5919540229885057,0.16666666666666663,0.33734939759037275,0.41813821669936857,0.35060769750168674,1.0,0.7181964573268829,0.3030303030300274,0.12792784707888671,0.32142857142857295,0.842217484008529,0.29411764705855603,0.17612756734440893,0.26130653266331905,0.4166666666666714,0.6434108527131777,0.5522616562282536
0.39655172413793105,0.5,0.3915662650602485,0.24024416830172157,0.37424037812289157,1.0,0.6747181964573201,0.3030303030300274,0.13483801489724812,0.3035714285714306,0.6460554371002161,0.2794117647058556,0.16745794199607644,0.3838422883649031,0.3333333333333357,0.6279069767441854,0.5890048712595686
0.3735632183908046,0.9166666666666667,0.37048192771086974,0.42860257248747047,0.3205604321404465,1.0,0.7729468599033851,0.25757575757597806,0.12949833976487923,0.33333333333333215,0.7526652452025644,0.32352941176441163,0.15063474042728586,0.4031696946269818,0.3333333333333357,0.6666666666666643,0.6680584551148172
0.47126436781609193,0.6666666666666667,0.30421686746987575,0.2829736211031175,0.34655638082376683,1.0,0.6698872785829337,0.31818181818198354,0.14224176613120676,0.33333333333333215,0.6908315565031842,0.35294117647026724,0.1569821447001729,0.39814456899883766,0.3333333333333357,0.5581395348837184,0.7753653444676374
0.5919540229885057,0.25,0.3012048192771033,0.20427294528014528,0.3517893315327463,1.0,0.6779388083735824,0.19696969696997257,0.10930629094499267,0.26785714285714235,0.6460554371002161,0.3088235294117112,0.17721127051294872,0.3792037108620008,0.25,0.5116279069767415,0.6874043145441888
0.40229885057471265,0.5833333333333334,0.36144578313252396,0.17898408545890732,0.4145847400405138,1.0,0.6296296296296333,0.25757575757597806,0.14668401687158195,0.25000000000000355,0.6993603411513902,0.3088235294117112,0.17550830839095966,0.2713567839196003,0.25,0.5426356589147296,0.5766179540709757
0.43103448275862066,0.3333333333333333,0.3253012048192545,0.4578155657292342,0.2646860229574628,1.0,0.6489533011272073,0.19696969696997257,0.12523557390289852,0.26190476190476275,0.7142857142857082,0.32352941176441163,0.15435029414800283,0.3057595670661044,0.25,0.6899224806201545,0.7004871259568546
0.6551724137931034,0.5833333333333334,0.5271084337349521,0.2967080880750004,0.3246117488183664,1.0,0.6731078904991961,0.25757575757597806,0.10822938167459739,0.4345238095238102,0.7590618336887047,0.1323529411756681,0.16890287955413186,0.3424816389640597,0.3333333333333357,0.5116279069767415,0.6789144050104383
0.5517241379310345,0.16666666666666663,0.2259036144578488,0.2459123610202738,0.21218771100607725,1.0,0.6038647342995205,0.25757575757597806,0.09238984115588522,0.2202380952380949,0.6567164179104452,0.3382352941175668,0.15579523170605825,0.5303440278314611,0.3333333333333357,0.5813953488372086,0.6372999304105775
0.41379310344827586,0.6666666666666667,0.3012048192771033,0.39611946806191867,0.28173531397704465,1.0,0.6135265700483075,0.18181818181801646,0.15624158664632404,0.3511904761904745,0.6162046908315659,0.2205882352941444,0.18835793167509252,0.2887514495554697,0.1666666666666714,0.6821705426356601,0.7635351426583128
0.6264367816091954,0.8333333333333334,0.4036144578313099,0.33267931109657667,0.31600270087778526,1.0,0.7665056360708604,0.24242424242402194,0.11087678363098519,0.33333333333333215,0.6204690831556547,0.29411764705855603,0.18221694705336233,0.4951681484344803,0.4166666666666714,0.6589147286821699,0.5299930410577574
0.7298850574712644,0.6666666666666667,0.23493975903613773,0.2119032047089604,0.36883862255232813,1.0,0.5829307568438082,0.2727272727270247,0.0926141972538872,0.32738095238095255,0.7654584221748308,0.41176470588197844,0.1753018887398099,0.21028218013142919,0.3333333333333357,0.5736434108527142,0.6324286708420317
0.6264367816091954,0.3333333333333333,0.27409638554217963,0.24896446479180412,0.3659689399054713,1.0,0.6312399355877574,0.2121212121210192,0.11724849681414895,0.29761904761904745,0.6737739872068289,0.3676470588234224,0.18299102074517037,0.341321994588327,0.5,0.5891472868217029,0.5816283924843404
0.4885057471264368,0.16666666666666663,0.21987951807230388,0.45607150643122196,0.19125590817015237,1.0,0.6537842190016079,0.24242424242402194,0.09844745580185332,0.4702380952380949,0.603411513859271,0.32352941176441163,0.17917225719888563,0.3811364514882172,0.3333333333333357,0.5813953488372086,0.6501043841336127
0.39655172413793105,0.16666666666666663,0.45783132530121406,0.3004142140832826,0.3340648210668462,1.0,0.6489533011272073,0.3030303030300274,0.10580633581620447,0.3452380952380949,0.6332622601279212,0.25,0.14929301269480533,0.3857750289911124,0.3333333333333357,0.4883720930232549,0.6663883089770337
0.43103448275862066,0.5833333333333334,0.24999999999997158,0.39306736429038835,0.28561782579338413,1.0,0.6972624798711706,0.3030303030300274,0.11886386071973476,0.23809523809523725,0.6950959488273014,0.2205882352941444,0.17597275260605016,0.28488596830305823,0.4166666666666714,0.5813953488372086,0.5248434237995809
0.5229885057471264,0.9166666666666667,0.4367469879518069,0.3708306082406807,0.40732613099257264,1.0,0.5861513687600706,0.2727272727270247,0.12272278560531191,0.2202380952380949,0.6908315565031842,0.25,0.16193621632779553,0.3397758020873667,0.25,0.5116279069767415,0.6029227557411261
0.5287356321839081,0.6666666666666667,0.430722891566262,0.31567473294091997,0.4110398379473317,1.0,0.6537842190016079,0.22727272727297532,0.1289598851296745,0.31547619047619335,0.6076759061833599,0.26470588235270043,0.1630715244091263,0.34402783146502003,0.3333333333333357,0.4573643410852668,0.5164926931106422
0.6436781609195402,0.75,0.32228915662648205,0.41595814257684793,0.4002363268062119,1.0,0.7326892109500847,0.16666666666696983,0.15413263932513388,0.3035714285714306,0.7697228144989197,0.25,0.18252657653008697,0.4831851565519898,0.3333333333333357,0.6744186046511587,0.542519137091162
0.43103448275862066,0.8333333333333334,0.18975903614457934,0.3871811641595855,0.3597231600270092,1.0,0.6183574879227081,0.3030303030300274,0.11455622363816076,0.31547619047619335,0.6673773987206886,0.3088235294117112,0.15543399731654972,0.357170467723229,0.5,0.6201550387596875,0.6963117606123888
0.5,0.16666666666666663,0.33734939759037275,0.3411816001744086,0.5207629979743409,1.0,0.6843800322061213,0.3636363636360329,0.12918424122767647,0.29166666666666785,0.5842217484008358,0.26470588235270043,0.15724016926411366,0.4163123308851979,0.25,0.5736434108527142,0.6207376478775188
0.6666666666666666,0.75,0.2259036144578488,0.22345759755832262,0.4024307900067505,1.0,0.7455716586151482,0.25757575757597806,0.11217804899936823,0.3630952380952408,0.7484008528784756,0.23529411764684482,0.16271029001961068,0.5168148434480102,0.3333333333333357,0.5891472868217029,0.5767571329157946
0.5459770114942529,0.41666666666666663,0.31024096385542066,0.2984521473730126,0.33710330857528703,1.0,0.6537842190016079,0.22727272727297532,0.15036345687875752,0.3630952380952408,0.6098081023454114,0.29411764705855603,0.18170089792548083,0.4793196752995783,0.3333333333333357,0.6279069767441854,0.6048712595685473
0.5977011494252874,0.41666666666666663,0.4397590361445509,0.2908218879441975,0.5178933153274841,1.0,0.4879227053140056,0.3030303030300274,0.13254958269766348,0.2797619047619051,0.5970149253731307,0.3088235294117112,0.15367943028176256,0.27522226517201887,0.25,0.651162790697672,0.8030619345859407
0.6436781609195402,0.16666666666666663,0.23192771084336528,0.3008502289077839,0.3799797434166088,1.0,0.5942028985507193,0.2121212121210192,0.13008166561967016,0.2797619047619051,0.6098081023454114,0.32352941176441163,0.1778305294664051,0.27058368766911656,0.5,0.7519379844961236,0.6819763395963818
0.5574712643678161,0.3333333333333333,0.5060240963855449,0.41399607586658504,0.31262660364618355,1.0,0.637681159420282,0.3636363636360329,0.11949205779413319,0.3571428571428612,0.6865671641790954,0.25,0.16229745071731116,0.2833397758020837,0.3333333333333357,0.6589147286821699,0.6374391092553893
0.6839080459770115,0.6666666666666667,0.4939759036144551,0.4948768258120779,0.44277515192437633,1.0,0.6795491143317349,0.25757575757597806,0.11729336803374935,0.3630952380952408,0.5842217484008358,0.29411764705855603,0.17137991536794317,0.3714727483571707,0.3333333333333357,0.5581395348837184,0.49199721642310124
0.3793103448275862,0.6666666666666667,0.3734939759036138,0.26662306518421985,0.38301823092505316,1.0,0.6457326892109592,0.37878787878798903,0.1081396392353966,0.375,0.6226012793177063,0.2794117647058556,0.16750954690886033,0.49284885968303627,0.4166666666666714,0.550387596899224,0.6702853166318761
0.6091954022988506,0.75,0.49698795180722755,0.14301286243732392,0.47012153950033664,1.0,0.6537842190016079,0.18181818181801646,0.12169074755452414,0.31547619047619335,0.6886993603411469,0.20588235294098922,0.16353596862421682,0.5125628140703498,0.5,0.480620155038757,0.6022268615170461
